Name,DatePublished,RatingValue,Review
PupSocks,2021-02-06T16:50:46+00:00,1,"The 4 pairs of socks that I ordered for my family are one of the worst purchases I've ever made. The socks are thin and made out of unbearable material. I should have read the fine print. Both my husband and daughter tried them on and concluded that these are socks that they will never wear. There is legitimately no designated place for the heel and toes. Seriously, these are not socks. They are formless and shapeless hunks of polyester blend. What the heck people? Our pets are cute, but no pet is THIS cute (unwearable socks cute). I seriously do not understand how a company could claim the product that we received able to be worn by humans, or animals, for that matter. The company offered to give me a store credit which I find ridiculous. There is absolutely nothing I wish to purchase from PupSocks. A company should stand by its products. I am incredibly disappointed. Buyer beware."
PupSocks,2021-02-06T15:20:12+00:00,1,I wouldn’t give them 1 star!  A rip off company. Outrageous to advertise such cute products that would make great gifts knowing you never produce! NO customer service!  I never received socks I ordered and paid for back in November.  I repeatedly contacted customer service and would NEVER receive a response.  After negative posts on Facebook I finally received a message from customer service stating they would be “happy” to refund my money!  That is a laugh! Never received any follow on messages nor have I yet to see a refund.  Be sure to check BBB. They have numerous complaints. How can this company still be in business?! Outrageous!
PupSocks,2021-02-06T10:12:38+00:00,4,"With covid and the holidays, my order came later than anticipated. However, the recipients were overjoyed by the quality of the prints and that made it worthwhile. I would definitely order again."
PupSocks,2021-02-05T02:58:47+00:00,1,Sock cropping is terrible! The heel crease is halfway up on the sock and they are essentially un-wearable!
PupSocks,2021-02-05T02:05:34+00:00,1,Warning to future purchasers! Do not buy! My pup socks arrived 3 weeks late and the quality was absolute garbage. Such a scam. Find a better company. There are many that do the same thing and probably much better.
PupSocks,2021-02-04T19:47:36+00:00,5,These pup socks are made of excellent quality. I highly recommend!!!
PupSocks,2021-02-04T19:23:16+00:00,1,It’s been 2 months and I haven’t received my order.
PupSocks,2021-02-04T16:27:41+00:00,1,My order didnt arrive
PupSocks,2021-02-04T01:38:50+00:00,2,"The socks are a great idea, however, they are horrible in execution. The ""material"" has a rough, rubbery feel. The cut of the sock does not look like it can be worn on a human foot. The toe box is big and square and does not fit comfortably into a shoe or sneaker. For the price of these, I really expected something better."
PupSocks,2021-02-03T22:23:50+00:00,1,"These socks took almost 2 months to arrive and they are like hospital socks-they have no built in heel. They are so uncomfortable. So disappointed in this product. So sad for my kids, I ordered one pair with our dog on them for our son, and one pair for my daughter with her cat on them. They won’t even wear them because they are uncomfortable and bunch up at the top bend of the foot. Do not buy!!"
PupSocks,2021-02-03T19:14:19+00:00,2,"I received a pair of PupSocks 2 years ago as a gift and just LOVED them!  Soft, fitted, comfortable socks, with my dog's cute face on them.  This year, I ordered 2 pairs of socks (1 for me, 1 for a family member) and was so SHOCKED.  Yes, the face of my dog was clear and the color was what I chose...but the fabric was HARSH and uncomfortable and I was SO disappointed at the feel of the itchy fabric and the fact that there is NO great fit to these socks.  When I inquired of the change to a CSA, they replied that I could get a refund (-$9 )and I just wanted to know if the fabric had changed...that's all.  I asked a different way...is the product different than 2 years ago? The CSA replied with the fabric's material.  NOT what I wanted.  So, they used to be so good!  Now, I don't even want to wear the new ones. They stink.  Boo hoo on PupSocks."
PupSocks,2021-02-03T17:48:57+00:00,1,"I just received my pupsocks days ago after waiting a horrendously long time (post issue not Pupsocks fault)... I was forced to choose one star above but honestly, that is a stretch... The product is of extremely poor quality, the sizing is ridiculous (I just don't know who has feet that wide so they will never fit my daughter), the texture is unpleasant... When I reached out to the company, I got a blanket response which more or less stated ""thanks for your feedback"" with no effort to turn my experience around... My intention was to order future products, blanket & pillow but that will never happen now as this company clearly only cares about taking your money, whether your happy with their products is not important to them...My advice, keep searching if you are looking for a good sock product and a company that cares!"
PupSocks,2021-02-03T16:00:29+00:00,1,"I placed an order for a blanket in November - to give to my mother as a Christmas gift.  After two weeks, I started checking for updates.  None.  Contacted customer service...no response.  Contacted again...nothing.  Then I saw a post on Instagram from the CEO begging for pity and forgiveness due Covid shipping issues.  That would have been the end of it for me EXCEPT that I still got DAILY marketing spam emails from Pupsocks.com, up until December 23rd (a MONTH after I placed and paid for my original order) guaranteeing that if I placed another order, the new one would actually arrive within 48 hours.  Seriously?  Needless to day, my mother's showed up in mid-January and it's a $100 piece of low-quality garbage.  And my FAVORITE part of this miserable experience would be...Justin Lyles in the ""Resolution Department"".  He sent me an email yesterday letting me know MY order had been received...by ME!  Okay Justin - thanks for the newsflash, Chief.   and to email him directly if I had any further concerns.  So I tried and the icing on this crap cake is that he gave a FAKE email address in his signature line.  Message is still sitting in my outbox and cannot be delivered as ""sender in unknown"".  DO NOT ORDER FROM THIS COMPANY.  The quality sucks, the customer service is AWFUL, and the constant scamming (like not posting the thousands of one star reviews that customers just like me  provided - just the four and five star ones) on their website.  Such a disgusting company.  You've been warned!"
PupSocks,2021-02-03T15:45:44+00:00,1,"In November I ordered a blanket for my daughter for Christmas with a picture of our cat printed on it. In December I received a blanket with a picture of two dogs, not our dogs. I tried to contact Pupsocks with no luck so I tried a charge back at PayPal. I got a response from Pupsocks with the delivery confirmation. Yes, I received a blanket with two dogs, not my dogs. As a matter of fact after the dog blanket arrived I received a confirmation email showing the blanket with a picture of the cat telling me it was shipping soon.  Yes, I received a delivery. A blanket with someone  else's dogs that only cost me $80 for a blanket I could buy at Walmart for $10. Case closed. No kitten blanket for my daughter. PS, the blanket is poor quality."
PupSocks,2021-02-03T15:15:49+00:00,1,TERRIBLE customer serviceOrder was placed two months ago and still have not arrived
PupSocks,2021-02-03T13:52:01+00:00,5,Ordered a blanket for my kiddo for Christmas and it thankfully got here on time (postal issue not Pupsocks). Blanket had some staining on it and they sent a replacement. Communication was great and customer service made it right! Thank you for your amazing products and customer service!
PupSocks,2021-02-02T22:12:18+00:00,4,"My niece really loved the blanket and the quality is really nice. But, the lack of communication and time to receive definitely will make me think twice about future orders."
PupSocks,2021-02-02T20:17:19+00:00,2,The material the socks are made of is gross. Not comfortable at all and awkward once on your foot. Very disappointed as the socks will not be worn and were too expensive for this type of material
PupSocks,2021-02-02T02:45:13+00:00,3,"Great quality, the socks came out perfect! I got a $70 blanket and the picture came out horrible. The way the cropped it made my dogs ears look like chicken wings. I emailed them about it and they sent me the same blanket again. Honesty will just stick to socks if I get anything from here again. I appreciate the effort of sending my another blanket but now I just have two okay looking blankets... I ordered the blanket for Christmas and didn’t want to give it as a present because it looked so funny."
PupSocks,2021-02-02T02:00:44+00:00,1,I still have not received my Order. Was/am very excited about purchase however very disappointed about shipping details
PupSocks,2021-02-01T16:35:24+00:00,2,Socks do not fit appropriately. Foot fit is good but can not pull up because they are too tight. My husband is average weight and height.
PupSocks,2021-02-01T05:51:37+00:00,3,"The PupSocks are an adorable gift!! Got them last Christmas for my kids.  The socks came out great!  (Reason for only 3 stars)I bought 2 pair this year for my Mrs (of the kitties) and one came out great!  The 2nd not so much- the socks I chose were to have 2 faces (taken from one picture I submitted). I selected 1 image, and rather than using the pic as I submitted , they cropped out one of the kitty’s faces.  So they are cute, BUT not what I wanted."
PupSocks,2021-01-31T19:55:11+00:00,1,"DO NOT ORDER FROM THIS COMPANY!! I ordered back in November for a Christmas present and when I received it in December, they sent me the completely wrong order! I requested a refund and they offered to send a new pair or store credit which I didn’t want either because it took them a week and a half to respond to their error so I already placed an order with someone else. I told them I wanted a refund and they said they will issue one within 48 hours and if I don’t get an email with a refund confirmation to write back to them. Refund was NEVER received and I’ve been writing to them for a month and a half now with no response!THIS COMPANY IS A SCAM !!"
PupSocks,2021-01-30T16:16:10+00:00,1,"I ordered 2 pair of the XS children sided socks. They are not good quality. They feel like plastic and the type of socks you get in the dollar bin. But they are novelty socks so I could get over that. The biggest problem was they are huge! They are larger than my, women’s size 9, socks. I sent the company a picture and they said that was the children’s size and I didn’t know how youth sizing worked. They looked like they probably use one size fits all. Would not order from this company again."
PupSocks,2021-01-30T14:14:44+00:00,2,"Image came through quite nicely; however, the fit is not good. (baggy at the front of the leg and very stretched on the heel)."
PupSocks,2021-01-29T15:29:36+00:00,5,"5 stars BUT...with the pandemic the shipping took WAY longer than expected and at one point my package was considered ""lost"".It has since arrived and the product was not just perfect but better than expected. Shipping is out of the companies control I understand that, their customer support is phenomenal and they make a great product."
PupSocks,2021-01-29T12:07:38+00:00,5,"I ordered my amazing socks dec 7th. Got lost but new pair arrived jan 14th-ish. They are great quality and my hubby loves them! Was sad I didn’t get them in time to give him for Christmas, but well worth the wait and not the company’s fault. Will order from them again! Thank you!"
PupSocks,2021-01-29T10:57:20+00:00,5,"The perfect gift for the ""hard to buy for"" guy!  Fun socks are ""in"" and though right now most are still working from home, they still need socks and this pair with our son-in-laws dog put a smile on his face.  Everyone loved seeing Guiness's face on the socks!  Quality picture and material."
PupSocks,2021-01-29T05:30:47+00:00,3,"The fabric of the socks is not comfortable. I received the socks very late when they were suggested to arrive by Christmas. The sizing is hard to determine online. However, the picture of our pet was amazing."
PupSocks,2021-01-29T04:27:45+00:00,2,"The socks are super cute.  Unfortunately, they do not fit at all.  None of us will wear our cute socks because they simply do not fit.  Mine are extremely awkward and uncomfortable; they are large and loose around my feet, and tight on the calves.  Both my 17-year-old and 14-year-old daughters wore their respective socks for about 5 minutes and then took them off and apologetically expressed that they would most likely not wear them again because they didn't like how they fit. Thank you for trying."
PupSocks,2021-01-29T02:44:20+00:00,3,"The products are great.  The socks are nice and the blanket is super soft.  Overall very pleased with the product- if my rating was solely based on the product it would probably be 5 stars.  BUT, the whole experience did not meet my expectations.  Before ordering the site said 15 business days to receive international orders I believe.  The items didn’t even ship out for about a month.  After shipping it took another month to receive the items.  I inquired about the status of the products three to four weeks after ordering and it took about a week or more to get a reply.Overall disappointing experience but the products turned out great."
PupSocks,2021-01-29T02:12:00+00:00,2,"Although the masks we ordered were cute, they were non functional. Unless I take them to a seamstress who can turn them into functioning masks, they are useless. When my kids try to breathe in them the fabric is inhaled through their mouths. They can't breathe in them."
PupSocks,2021-01-28T21:50:07+00:00,1,"received a sloppy order on Dec. 26.  reported the problem (picture of pup is upside down from ALL the words on the blanket) on the same day.  It took until January 11 to get a 4 paragraph email saying how busy they are but how important my business is and that they will get to me eventually.  In the meantime, I got a few opportunities to make a review.  Decided to wait to see how this unfolded- refund? correct product replacement?  Nope- neither.  got an email on January 13 that my order was on the way!  What order???  Turns out, an exact repeat of the first order- no addressing that there was a problem with it the first time.  So today I go online to see my orders, dates, account numbers...and re-report the issue.  And leave a review.  That is when I saw that on their messaging help box, they responded on January 11 to my December 26 inquiries.  Didn't see that until today (bc I haven't been sitting at my computer on their website waiting for 2+ weeks for the response), 1/28.  So, I am unimpressed with this company's ability to communicate and do wise business.  Hoping for a refund at this point bc both wrong blankets have unintendedly become kennel liners. Both are the same sloppy work (every picture upside down from ALL words).  Won't shop here again, but cute idea!"
PupSocks,2021-01-28T20:31:34+00:00,2,3 months to receive my order is way too longToo large (I chose small for a girl it'slike a man large)Doesn't feel like a 30$ pair of socks at all quality wise.
PupSocks,2021-01-28T01:23:25+00:00,4,"They are great! We can see the animals clearly, it's truly a great pair of socks! I am truly happy with my purchase!"
PupSocks,2021-01-27T22:01:04+00:00,5,So cute! These were the perfect gift for my friend! They came out so good!
PupSocks,2021-01-27T19:38:50+00:00,2,I was a bit disappointed in the quality of the sock.  The material is very thin and stiff to the touch.  The quality of the picture was great but actually getting use out of the socks seems unlikely.  It is a good thing the money goes to feed the animals.  Sad the product wasn't nice enough to give as gifts like intended.
PupSocks,2021-01-27T15:13:01+00:00,5,got these for one of my husband's Christmas stocking gift...we all laughed hysterically!  they're a hoot...great for a silly gift...the pictures are exactly what I uploaded!  love them....
PupSocks,2021-01-27T06:24:31+00:00,1,"I placed my order on December 8th, with the expectation it would be here by Christmas. I received notification that it was in production on December 9. I received it in mid January. The blanket I received had an unknown dog on it. It took several tries to get customer service to contact me back. Their options were to get a store credit, or a new blanket. Given the length of time, a complete refund should have been the option. I have been promised a blanket in five days. I’m not holding my breath."
PupSocks,2021-01-26T22:27:22+00:00,5,Outstanding customer service!
PupSocks,2021-01-26T15:28:56+00:00,3,"I truly wasn't expecting just men's socks.  I bought these for my daughter for Christmas and they are huge as I thought they were women's sizes too. I admit this may have been an oversight on my part but this information wasn't clear as far as I could see.  I also want to comment on the significant delay on shipping.  Although I recognize that this may be out of the company's control, timely correspondence (on the status of the order), to let us know would be appreciated."
PupSocks,2021-01-26T09:25:32+00:00,1,Product never arrived.
PupSocks,2021-01-26T02:06:52+00:00,1,"I received the wrong size , they are too big!  Will you send me the size I ordered please ?"
PupSocks,2021-01-25T19:45:24+00:00,3,The pictures on the socks turned out great. Although the socks don’t really fit like normal socks. I bought them as a gift but don’t think they will be worn so that’s too bad. Thanks
PupSocks,2021-01-25T19:23:29+00:00,1,I placed my order in December 3 and I was expecting to give it as a Christmas gift. My socks were shipped December 10 and I haven’t heard about that (today’s January 25). 😞
PupSocks,2021-01-25T18:58:42+00:00,1,"Your customer service is highly unresponsive. I wasn't even able to get my product for Christmas because there were delays. I was provided options to choose from, and when I did, no one responded. I ultimately cancelled the order. Across multiple platforms (instagram, facebook, and email) I attempted to reach customer service and it took an inordinate amount of time to get a response, and the wait time for a response between replies was also unacceptable. I would never recommend this service to a friend."
PupSocks,2021-01-25T18:12:07+00:00,1,The material for more expensive pair of socks (granted they had a special photo) was terrible.  I have never felt such cheap quality.  I will not buy again for the price nor will a recommend to anyone else.
PupSocks,2021-01-25T17:35:31+00:00,4,"My brother-in-law loved his socks! The only reason I didn’t give a 5 is because I ordered it on time to get it by Christmas but, they came in on Christmas Eve and I had already left town to be with my family. They were like a week late from when they should have been here.😔"
PupSocks,2021-01-25T17:28:10+00:00,3,"I mean who wouldn't want a picture of their dog on their socks? I got this as a Christmas gift for my husband and I couldn't wait for him to open it. I was a little disappointed in the fabric, not super soft or sock-like at all. My husband complains a bit about the fit. They are a tad large on him and very tight and bunchy at the ankle. Not the most comfortable, but a super fun sock!"
PupSocks,2021-01-25T15:28:09+00:00,1,Order never received. Can’t reach anyone to discuss. Email response blames USPS. Not getting any replacement merchandise or a refund! DO NOT order from this company.
PupSocks,2021-01-25T09:13:22+00:00,1,Ordered nearly 2 months ago and haven’t received the item.
PupSocks,2021-01-25T04:55:10+00:00,5,We love our socks and the mask we purchased!!
PupSocks,2021-01-25T03:43:13+00:00,5,Great gift idea
PupSocks,2021-01-25T00:39:17+00:00,2,Quality of the photos on the socks was not good. They came out looking very dark
PupSocks,2021-01-24T19:34:31+00:00,5,"Sent an image, wasn't sure if, based on the dog's coloration, the silhouette would work, but they were perfect."
PupSocks,2021-01-24T19:01:55+00:00,1,While the picture idea is cute the value of the socks is terrible. Last time I will buy these.
PupSocks,2021-01-24T18:05:10+00:00,4,"I will say, pup socks has excellent customer service. However do not order these socks for a child. I originally planned on gifting these to my 8 year old niece but their smallest youth size is comparable to a woman’s size 6-8. So really only suitable for adults. But they did offer a refund in the form of store credit and handled the complications with my orders very well."
PupSocks,2021-01-24T16:03:07+00:00,1,I ordered two masks for Christmas and I realized the challenges surrounding 2020 caused delays in shipping. However it took two months to receive my order and half was missing. I only received one mask and have contacted pup socks 2 times asking for an ETA or a refund on my mask that never arrived with no response. There’s no information on when or if the rest of order will arrive. This was a difficult year for everyone and I would expect at least some basic communication regarding my order and to provide a refund if dissatisfied. The mask I did receive didn’t fit my face and had no hose “pinching” wire so I’m also disappointed with the quality as well. Hoping someone from pup socks can eventually respond to me as I’m pretty disappointed I just gave them money with no expectation on delivering their product.
PupSocks,2021-01-24T14:42:02+00:00,5,These socks really were the perfect gift! The image was clear on the socks. Timely delivery too.
PupSocks,2021-01-24T14:25:58+00:00,1,"I paid and never received my order 2 months already...be careful, they will steal your money"
PupSocks,2021-01-23T22:58:52+00:00,5,The socks were lost in the mail and they were happy to replace!  Loved the socks. Will order again.
PupSocks,2021-01-23T20:26:49+00:00,1,"Horrible socks, beware! Not only when ordered early Dec for Xmas, they were delivered the 3rd week of January! If that wasn’t bad enough, then they were HORRIBLE quality, my pets face is unrecognizable and the material feels like plastic. When I asked for my money back they refused. Don’t buy this extremely lame product from an inept company."
PupSocks,2021-01-23T19:33:22+00:00,1,"Ordered socks for a Christmas gift in plenty of time. Got someone elses’s socks 3 days before. Finally asked for a refund mid January snd got a PARTIAL refund. They kept $9. for setting up the order, the order I NEVER got. Still trying to get a FULL refund. I did not order socks to lose money. I paid for them, then end up with NOTHING PLUS I’m out $9.00. Ridiculous."
PupSocks,2021-01-23T18:51:18+00:00,1,"Unfortunately I cannot wrote a positive review of my experience. I ordered 3 items in mid November for Christmas, and they arrived in Mid January. In addition to the ridiculous wait time, when I finally received the blankets I had made for my children, one was of some other person’s dog and not our cats! I have attempted to reach Pupsocks several times to give them an opportunity to make this right, however I have been ignored.With all the choices for customized items out there, choose another provider. The blankets are nice, however it is not worth the hassle."
PupSocks,2021-01-23T16:39:19+00:00,2,"First thing, DO NOT BUY THE SOCKS!! If you can even call them socks. They look nothing like the pictures. The material is...I don’t even know what. They’re huge, they’re like others said, not wearable. So save yourself the trouble. The blanket is a blanket; it’s a cute concept but if you have a dark coloured animal the picture will not work. Looks like a dark blob. It didn’t work at all for me and of course they didn’t communicate with us asking for a new pic or anything.  Be conscious of the pic you’re sending them, edit and lighten it before sending. And as for the shipping, be prepared for a wait, no communication etc. Frustrating. I regret the purchase but the blanket will work sitting around a campfire this spring. 😉"
PupSocks,2021-01-23T13:45:52+00:00,5,My husband loved his socks 💕. Even though they didn’t make it in time for Christmas (shipping issue). Customer care handled the situation perfectly. They responded to my email quickly kept  me updated and resolved the issue efficiently.
PupSocks,2021-01-23T00:05:39+00:00,4,Arrived today & it turned out really cute.
PupSocks,2021-01-22T23:38:50+00:00,1,Terrible experience - take your money elsewhere!!  Ordered socks and a mask for the holidays - two weeks before - received them after the 1st of January.  During the delay sent multiple emails with no response and then when they did respond they were form letters and no offer of discount or refund.  Customer service is HORRENDOUS!!  They will not even respond to their bad reviews as they do not care about their customers!!!!  Stay away!!!
PupSocks,2021-01-22T23:14:09+00:00,4,"Loved the fun idea of a cute puppy picture against a bright and noticeable color! Material is thinner than expected, but still a great gift to give away!"
PupSocks,2021-01-22T20:55:58+00:00,1,I ordered December 6 as a Christmas present. The order confirmation stated 5-10 days delivery. It took over a month and they were the wrong color. I paid $70 for two pair of low quality socks with a blurry image of my granddog.
PupSocks,2021-01-22T17:45:59+00:00,1,"If I could have given this 0 Stars I would. DO NOT purchase from this company. These are the most uncomfortable cardboard socks I have ever felt.  I don't know how you could even call them socks.  The company is doing false advertising knowing they can not make deadlines promising to have their product deliver by Christmas and then when they realize they aren't going to make deadlines they continue to advertise they will make deadlines for the next holiday. The product will come weeks after the fact, even when you purchase a month before their cutoff date.  Worst customer service/ policies I've ever seen. Purchase at your own risk."
PupSocks,2021-01-22T06:09:20+00:00,1,"I placed my order on November 23, 2020 which should have left plenty of time to receive it before Christmas.  It is now January 21,2021 and I have yet to receive the order. Absolutely unacceptable. Won’t be ordering from this company again."
PupSocks,2021-01-22T04:08:07+00:00,5,"Love my masks! It took a little longer than I hoped to ship, but the quality is great."
PupSocks,2021-01-22T03:36:06+00:00,5,These socks made THE BEST Christmas gifts for my sons & daughter-in-laws! Thank you!!
PupSocks,2021-01-22T03:00:09+00:00,5,Picture came out perfectly on the socks!
PupSocks,2021-01-21T22:22:34+00:00,5,Very nice people and great quality socks!
PupSocks,2021-01-21T22:09:18+00:00,1,The socks were cute but were way too wide for my daughter's feet.
PupSocks,2021-01-21T21:52:56+00:00,5,They are just as they were promised! The shipping took a long time though.
PupSocks,2021-01-21T18:58:27+00:00,5,"Ordered this blanket Christmas Day when I saw the one my sister got as a present! Just received it today, one month later.   Considering everything going on.   A month doesn’t seem horrible. But the blanket! Omg I would have waited my whole life for this.  I love it!!! It’s so soft and the pictures are amazing! I had three different dogs and it was only an extra $6 amazing.  Would highly recommended!!!"
PupSocks,2021-01-21T16:26:43+00:00,1,"I ordered an $80 blanket on November 11th and still haven't received it over two months later. It's now January 21st. I got a fake shipping confirmation on December 12th with a USPS shipping label that just says ""USPS awaiting pre-shipment"" when you try to track it.I've emailed the company only to get a form letter back blaming the USPS. This was supposed to be a Christmas present.If you don't have the staff to fulfill your order volume, maybe stop advertising on instagram."
PupSocks,2021-01-21T12:42:37+00:00,5,"Great customer care! USPS lost my package and the Pupsocks team worked with me and communicated very well to help resolve the postal service error (Thank you Courtney!) Not Pupsocks fault at all, but they made Customer care a priority. Order processing and shipment were quick for a customized/personalized product. Print quality was great. The socks looked exactly as rendered on the website. True to size. Overall very satisfied!"
PupSocks,2021-01-21T10:55:50+00:00,1,"It’s been 2 months now and haven’t received anything, I’ve emailed about where my order is and haven’t received a reply...Not very happy can I get an update where my order is."
PupSocks,2021-01-21T09:18:59+00:00,1,"I placed my order 6. December 2020 and it is still in processing, was supposed to be a Christmas gift... Never shopping here again."
PupSocks,2021-01-21T07:36:36Z,1,"I ordered my socks on November 26th and I still have not received them.  When I try to track the package I only get this message: ""A status update is not yet available on your package. It will be available when the shipper provides an update or the package is delivered to USPS. Check back soon.""  It has been like that for over 1 month.  I have contacted the company, and still waiting on a response."
PupSocks,2021-01-21T04:41:23Z,1,"I initially sent my order on November 18, 2020. I ordered 4 pairs of socks. One pair of the socks arrived with the incorrect dog face on it. I emailed customer service and nearly a week later received a reply asking to send a picture of the incorrect pair. I never received a reply after sending the picture so I emailed again. I received a reply from Tyler asking to send another picture of the incorrect socks. I did on December 24 and still haven't heard back from anyone. Do not order from this company because the service is horrible!"
PupSocks,2021-01-21T01:09:08Z,1,"Awful.  We placed our order several weeks before Christmas and our order was promised between Christmas and New Years.  After notifying the company we received THE WRONG ORDER, it took two weeks for someone to follow-up with us.  Poor delivery, poor customer service and a poorly run company.  TAKE YOUR BUSINESS ELSEWHERE."
PupSocks,2021-01-21T00:31:13Z,5,I had socks made for a friend with pictures of her 2 dogs. She loved them. I thought she was going to cry!
PupSocks,2021-01-20T21:12:09Z,2,"I gave 2 stars ONLY because the socks were so cute, and it was fun watching my kids unwrap them on Christmas.  However, there is not much stretch to them.  My kids can’t squeeze them onto their feet, so they are basically worthless.  It’s such a huge disappointment especially because of the cost."
